numero_ot,fecha_deteccion,fecha_programada,severidad,tipo,prioridad,equipo,ubicacion,thd_detectado,score_anomalia,especialidad_requerida,duracion_estimada_horas,costo_total_estimado,tiempo_respuesta,prescripciones,estado,responsable,observaciones
OT-FP1-20250906-0094,2025-08-05 13:21:00,2025-08-05 21:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4511428571428571,-0.5494194377060304,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.451, Score: -0.549"
OT-FP1-20250906-0095,2025-08-05 16:57:00,2025-08-06 00:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4828571428571428,-0.540798917693407,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.483, Score: -0.541"
OT-FP1-20250906-0096,2025-08-05 18:18:00,2025-08-06 02:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.49885714285714283,-0.5487485320346581,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.499, Score: -0.549"
OT-FP1-20250906-0097,2025-08-05 22:12:00,2025-08-06 06:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.8860000000000003,-0.6732885527317021,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.886, Score: -0.673"
OT-FP1-20250906-0098,2025-08-05 22:21:00,2025-08-06 06:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0337142857142856,-0.5527828233760319,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.034, Score: -0.553"
OT-FP1-20250906-0099,2025-08-05 22:39:00,2025-08-06 06:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6805714285714286,-0.5506105719672374,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.681, Score: -0.551"
OT-FP1-20250906-0100,2025-08-05 22:48:00,2025-08-06 06:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.666,-0.6108606295287239,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.666, Score: -0.611"
OT-FP1-20250906-0101,2025-08-07 04:12:00,2025-08-07 12:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.15,-0.5784940220366125,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.150, Score: -0.578"
OT-FP1-20250906-0102,2025-08-07 04:21:00,2025-08-07 12:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9382857142857143,-0.611539303457476,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.938, Score: -0.612"
OT-FP1-20250906-0103,2025-08-07 04:30:00,2025-08-07 12:30:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7637142857142856,-0.5490476486636776,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.764, Score: -0.549"
OT-FP1-20250906-0104,2025-08-07 04:39:00,2025-08-07 12:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.826,-0.5500667480221612,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.826, Score: -0.550"
OT-FP1-20250906-0105,2025-08-08 10:30:00,2025-08-08 18:30:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5157142857142858,-0.6048529848853508,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.516, Score: -0.605"
OT-FP1-20250906-0106,2025-08-08 10:39:00,2025-08-08 18:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6517142857142856,-0.5954628536712897,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.652, Score: -0.595"
OT-FP1-20250906-0107,2025-08-08 10:48:00,2025-08-08 18:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0819999999999999,-0.5784647882008509,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.082, Score: -0.578"
OT-FP1-20250906-0108,2025-08-08 13:12:00,2025-08-08 21:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9,-0.5411076016442715,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.900, Score: -0.541"
OT-FP1-20250906-0109,2025-08-08 13:21:00,2025-08-08 21:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8891428571428571,-0.5412592986009335,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.889, Score: -0.541"
OT-FP1-20250906-0110,2025-08-08 13:57:00,2025-08-08 21:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8402857142857144,-0.5419877666711325,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.840, Score: -0.542"
OT-FP1-20250906-0111,2025-08-08 14:42:00,2025-08-08 22:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8597142857142857,-0.542436627558003,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.860, Score: -0.542"
OT-FP1-20250906-0112,2025-08-08 14:51:00,2025-08-08 22:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.826,-0.5572711975294786,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.826, Score: -0.557"
OT-FP1-20250906-0113,2025-08-09 17:06:00,2025-08-10 01:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8194285714285715,-0.5518569309134315,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.819, Score: -0.552"
OT-FP1-20250906-0114,2025-08-09 17:15:00,2025-08-10 01:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7934285714285714,-0.5812153710421627,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.793, Score: -0.581"
OT-FP1-20250906-0115,2025-08-09 17:24:00,2025-08-10 01:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8225714285714286,-0.5790019674678515,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.823, Score: -0.579"
OT-FP1-20250906-0116,2025-08-09 17:51:00,2025-08-10 01:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9642857142857143,-0.5760865071066006,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.964, Score: -0.576"
OT-FP1-20250906-0117,2025-08-10 23:51:00,2025-08-11 07:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.622,-0.5445122211289811,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.622, Score: -0.545"
OT-FP1-20250906-0118,2025-08-11 00:00:00,2025-08-11 08:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.40657142857142864,-0.5881227108488619,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.407, Score: -0.588"
OT-FP1-20250906-0119,2025-08-12 11:33:00,2025-08-12 19:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.188,-0.5688225210653515,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.188, Score: -0.569"
OT-FP1-20250906-0120,2025-08-12 11:42:00,2025-08-12 19:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.369142857142857,-0.5817132912843798,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.369, Score: -0.582"
OT-FP1-20250906-0121,2025-08-12 11:51:00,2025-08-12 19:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.3408571428571427,-0.5584884363628481,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.341, Score: -0.558"
OT-FP1-20250906-0122,2025-08-12 13:48:00,2025-08-12 21:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7471428571428572,-0.5934737588875135,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.747, Score: -0.593"
OT-FP1-20250906-0123,2025-08-12 13:57:00,2025-08-12 21:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0634285714285714,-0.5936927903106404,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.063, Score: -0.594"
OT-FP1-20250906-0124,2025-08-13 08:33:00,2025-08-13 16:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.5879999999999999,-0.5430321412100303,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.588, Score: -0.543"
OT-FP1-20250906-0125,2025-08-14 17:42:00,2025-08-15 01:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.532,-0.5623342636339526,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.532, Score: -0.562"
OT-FP1-20250906-0126,2025-08-14 17:51:00,2025-08-15 01:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9954285714285716,-0.5538258412336713,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.995, Score: -0.554"
OT-FP1-20250906-0127,2025-08-14 18:00:00,2025-08-15 02:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.1257142857142857,-0.5428562235096701,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.126, Score: -0.543"
OT-FP1-20250906-0128,2025-08-15 16:12:00,2025-08-16 00:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.7217142857142858,-0.5672583547611717,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.722, Score: -0.567"
OT-FP1-20250906-0129,2025-08-15 16:21:00,2025-08-16 00:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.7377142857142858,-0.5748311509441913,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.738, Score: -0.575"
OT-FP1-20250906-0130,2025-08-15 16:30:00,2025-08-16 00:30:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.6957142857142855,-0.5539363819486706,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.696, Score: -0.554"
OT-FP1-20250906-0131,2025-08-15 16:39:00,2025-08-16 00:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.7202857142857142,-0.5624686364507273,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.720, Score: -0.562"
OT-FP1-20250906-0132,2025-08-15 16:48:00,2025-08-16 00:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.6662857142857141,-0.5439442356914315,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.666, Score: -0.544"
OT-FP1-20250906-0133,2025-08-15 23:24:00,2025-08-16 07:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4611428571428572,-0.5960725913660125,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.461, Score: -0.596"
OT-FP1-20250906-0134,2025-08-15 23:33:00,2025-08-16 07:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.6348571428571428,-0.6200489183171243,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.635, Score: -0.620"
OT-FP1-20250906-0135,2025-08-16 00:09:00,2025-08-16 08:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7868571428571428,-0.5690646419240009,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.787, Score: -0.569"
OT-FP1-20250906-0136,2025-08-16 17:15:00,2025-08-17 01:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,2.136285714285714,-0.6551672817910931,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 2.136, Score: -0.655"
OT-FP1-20250906-0137,2025-08-17 05:51:00,2025-08-17 13:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5835714285714285,-0.5797148627168396,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.584, Score: -0.580"
OT-FP1-20250906-0138,2025-08-17 06:00:00,2025-08-17 14:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.2562857142857143,-0.5665809456620859,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.256, Score: -0.567"
OT-FP1-20250906-0139,2025-08-17 06:09:00,2025-08-17 14:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.2417142857142858,-0.6051873211628751,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.242, Score: -0.605"
OT-FP1-20250906-0140,2025-08-17 06:18:00,2025-08-17 14:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.2,-0.5981551489978634,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.200, Score: -0.598"
